"QDate","FwdMonth","CONTOUR_D","FwdYM","CONTOUR_M","CORR_M","SLOPE_D","FwdType"
2014-01-21,30,14.0061,"2016-07",,,3.70364743589744,"WTI _ 30"
2014-01-21,31,14.2134,"2016-08",,,,"WTI _ 31"
2014-01-21,32,81.8272923076923,"2016-09",,,,"WTI _ 32"
2014-01-21,33,81.8481692307692,"2016-10",,,,"WTI _ 33"
2014-01-22,0,0,"2014-01",,0.361225651283294,,"WTI _ 00"
2014-01-22,1,0.0537000000000063,"2014-02",,-0.193028344471079,0,"WTI _ 01"
2014-01-22,2,0.306700000000006,"2014-03",,-0.147107312122569,-0.253,"WTI _ 02"
2014-01-22,3,80.7380153846154,"2014-04",,-0.156741463677658,,"WTI _ 03"
2014-01-22,4,80.8461538461538,"2014-05",,0.121340672745342,,"WTI _ 04"
2014-01-22,5,2.23140000000001,"2014-06",,0.351564887578146,,"WTI _ 05"
2014-01-22,6,3.1336,"2014-07",,-0.18861942183835,-0.706724999999999,"WTI _ 06"
2014-01-22,7,3.97329999999999,"2014-08",,-0.135434731889015,,"WTI _ 07"
2014-01-22,8,81.3393384615385,"2014-09",,-0.147959587037286,,"WTI _ 08"
2014-01-22,9,81.4418,"2014-10",,,,"WTI _ 09"
2014-01-22,10,5.9021,"2014-11",,0.336163914963148,,"WTI _ 10"
2014-01-22,11,6.6627,"2014-12",,-0.18246759359797,,"WTI _ 11"
2014-01-22,12,7.38800000000001,"2015-01",,-0.127275624757188,-0.709066666666667,"WTI _ 12"
2014-01-22,13,81.8396769230769,"2015-02",,,,"WTI _ 13"
2014-01-22,14,81.9341230769231,"2015-03",,0.111814750387443,,"WTI _ 14"
2014-01-22,15,9.0667,"2015-04",,0.323366685245574,,"WTI _ 15"
2014-01-22,16,9.61,"2015-05",,-0.177021978268528,,"WTI _ 16"
2014-01-22,17,10.1391,"2015-06",,-0.121759704876106,,"WTI _ 17"
2014-01-22,18,82.2636307692308,"2015-07",,-0.135373314051949,,"WTI _ 18"
2014-01-22,19,82.3297384615385,"2015-08",,0.109359323775171,,"WTI _ 19"
2014-01-22,20,11.4986,"2015-09",,0.314758079246739,,"WTI _ 20"
2014-01-22,21,11.89,"2015-10",,-0.172865279392166,,"WTI _ 21"
2014-01-22,22,12.215,"2015-11",,-0.118466664537146,,"WTI _ 22"
2014-01-22,23,82.5748923076923,"2015-12",,-0.131762310210016,,"WTI _ 23"
2014-01-22,24,82.6426769230769,"2016-01",,0.107187630014527,,"WTI _ 24"
2014-01-22,25,13.475,"2016-02",,0.307881969598038,,"WTI _ 25"
2014-01-22,26,13.8223,"2016-03",,-0.169136659804748,,"WTI _ 26"
2014-01-22,27,14.1067,"2016-04",,-0.114721135228465,,"WTI _ 27"
2014-01-22,28,82.8325230769231,"2016-05",,-0.128073181778098,,"WTI _ 28"
2014-01-22,29,82.8818923076923,"2016-06",,0.105707204778715,,"WTI _ 29"
2014-01-22,30,14.9775,"2016-07",,,-0.421638888888889,"WTI _ 30"
2014-01-22,31,15.207,"2016-08",,,,"WTI _ 31"
2014-01-22,32,15.4248,"2016-09",,,,"WTI _ 32"
2014-01-22,33,83.0174307692308,"2016-10",,,,"WTI _ 33"
2014-01-23,0,0,"2014-01",,,,"WTI _ 00"
2014-01-23,1,-81.5411846153846,"2014-02",,,0,"WTI _ 01"
2014-01-23,2,-81.1420846153846,"2014-03",,,-0.399100000000004,"WTI _ 02"
2014-01-23,3,-80.5953846153846,"2014-04",,,,"WTI _ 03"
2014-01-23,4,0.281030769230767,"2014-05",,,,"WTI _ 04"
2014-01-23,5,0.406153846153845,"2014-06",,,,"WTI _ 05"
2014-01-23,6,-78.0689846153846,"2014-07",,,-0.768274999999999,"WTI _ 06"
2014-01-23,7,-77.1886846153846,"2014-08",,,,"WTI _ 07"
2014-01-23,8,-76.4610846153846,"2014-09",,,,"WTI _ 08"
2014-01-23,9,0.904953846153845,"2014-10",,0.106512133652867,,"WTI _ 09"
2014-01-23,10,0.997323076923076,"2014-11",,,,"WTI _ 10"
2014-01-23,11,-74.3535846153846,"2014-12",,,,"WTI _ 11"
2014-01-23,12,-73.5713846153846,"2015-01",,,-0.749600000000001,"WTI _ 12"
2014-01-23,13,-73.0148846153846,"2015-02",,-0.189889023364069,,"WTI _ 13"
2014-01-23,14,1.42384615384615,"2015-03",,,,"WTI _ 14"
2014-01-23,15,1.5082,"2015-04",,,,"WTI _ 15"
2014-01-23,16,-71.2748846153846,"2015-05",,,,"WTI _ 16"
2014-01-23,17,-70.7153846153846,"2015-06",,,,"WTI _ 17"
2014-01-23,18,-70.1408846153846,"2015-07",,,,"WTI _ 18"
2014-01-23,19,1.84103076923077,"2015-08",,,,"WTI _ 19"
2014-01-23,20,1.90681538461538,"2015-09",,,,"WTI _ 20"
2014-01-23,21,-68.8380846153846,"2015-10",,,,"WTI _ 21"
2014-01-23,22,-68.4928846153846,"2015-11",,,,"WTI _ 22"
2014-01-23,23,-67.9789846153846,"2015-12",,,,"WTI _ 23"
2014-01-23,24,2.17456923076923,"2016-01",,,,"WTI _ 24"
2014-01-23,25,2.22961538461538,"2016-02",,,,"WTI _ 25"
2014-01-23,26,-66.7735846153846,"2016-03",,,,"WTI _ 26"
2014-01-23,27,-66.4620846153846,"2016-04",,,,"WTI _ 27"
2014-01-23,28,-66.1782846153846,"2016-05",,,,"WTI _ 28"
2014-01-23,29,2.43209230769231,"2016-06",,,,"WTI _ 29"
2014-01-23,30,2.47915384615384,"2016-07",,0.415155042329709,-4.22502991452991,"WTI _ 30"
2014-01-23,31,-65.2823846153846,"2016-08",,,,"WTI _ 31"
2014-01-23,32,-65.0391846153846,"2016-09",,,,"WTI _ 32"
2014-01-23,33,-64.8653846153846,"2016-10",,,,"WTI _ 33"
2014-01-24,0,0,"2014-01",,,,"WTI _ 00"
2014-01-24,1,0.027692307692309,"2014-02",,,0,"WTI _ 01"
2014-01-24,2,-81.5246153846154,"2014-03",,,81.5523076923077,"WTI _ 02"
2014-01-24,3,-80.7246153846154,"2014-04",,,,"WTI _ 03"
2014-01-24,4,-79.7546153846154,"2014-05",,,,"WTI _ 04"
2014-01-24,5,0.543076923076923,"2014-06",,,,"WTI _ 05"
2014-01-24,6,0.695307692307694,"2014-07",,,-20.5549807692308,"WTI _ 06"
2014-01-24,7,-76.9646153846154,"2014-08",,,,"WTI _ 07"
2014-01-24,8,-76.2589153846154,"2014-09",,,,"WTI _ 08"
2014-01-24,9,-75.5859153846154,"2014-10",,,,"WTI _ 09"
2014-01-24,10,1.13424615384615,"2014-11",,,,"WTI _ 10"
2014-01-24,11,1.25873846153846,"2014-12",,,,"WTI _ 11"
2014-01-24,12,-73.3926153846154,"2015-01",,,12.3479871794872,"WTI _ 12"
2014-01-24,13,-72.8188153846154,"2015-02",,,,"WTI _ 13"
2014-01-24,14,-72.1764153846154,"2015-03",,,,"WTI _ 14"
2014-01-24,15,1.65384615384615,"2015-04",,,,"WTI _ 15"
2014-01-24,16,1.74369230769231,"2015-05",,,,"WTI _ 16"
2014-01-24,17,-70.4591153846154,"2015-06",,,,"WTI _ 17"
2014-01-24,18,-69.8664153846154,"2015-07",,,,"WTI _ 18"
2014-01-24,19,-69.3946153846154,"2015-08",,,,"WTI _ 19"
2014-01-24,20,2.06263076923077,"2015-09",,,,"WTI _ 20"
2014-01-24,21,2.12727692307692,"2015-10",,,,"WTI _ 21"
2014-01-24,22,-68.1896153846154,"2015-11",,,,"WTI _ 22"
2014-01-24,23,-67.6619153846154,"2015-12",,,,"WTI _ 23"
2014-01-24,24,-67.1799153846154,"2016-01",,,,"WTI _ 24"
2014-01-24,25,2.39115384615385,"2016-02",,,,"WTI _ 25"
2014-01-24,26,2.45,"2016-03",,,,"WTI _ 26"
2014-01-24,27,-66.1179153846154,"2016-04",,,,"WTI _ 27"
2014-01-24,28,-65.8246153846154,"2016-05",,,,"WTI _ 28"
2014-01-24,29,-65.4760153846154,"2016-06",,,,"WTI _ 29"
2014-01-24,30,2.64584615384615,"2016-07",,,-4.22435897435897,"WTI _ 30"
2014-01-24,31,2.68507692307692,"2016-08",,,,"WTI _ 31"
2014-01-24,32,-64.6684153846154,"2016-09",,,,"WTI _ 32"
2014-01-24,33,-64.4913153846154,"2016-10",,,,"WTI _ 33"
2014-01-27,0,0,"2014-01",,0.462539724575414,,"WTI _ 00"
2014-01-27,1,81.8125538461538,"2014-02",,-0.178589337266536,0,"WTI _ 01"
2014-01-27,2,81.9005076923077,"2014-03",,-0.260645600747777,-0.0879538461538445,"WTI _ 02"
2014-01-27,3,1.44709999999999,"2014-04",,-0.209490260306736,,"WTI _ 03"
2014-01-27,4,2.33669999999999,"2014-05",,0.171399065076202,,"WTI _ 04"
2014-01-27,5,3.19289999999999,"2014-06",,0.450120693449502,,"WTI _ 05"
2014-01-27,6,82.4236307692308,"2014-07",,-0.174159342092331,-0.130780769230769,"WTI _ 06"
2014-01-27,7,82.5528153846154,"2014-08",,-0.245937949492504,,"WTI _ 07"
2014-01-27,8,5.6529,"2014-09",,-0.198386597912913,,"WTI _ 08"
2014-01-27,9,6.31519999999999,"2014-10",,,,"WTI _ 09"
2014-01-27,10,6.8947,"2014-11",,0.430946294229375,,"WTI _ 10"
2014-01-27,11,82.9690923076923,"2014-12",,-0.168399623622299,,"WTI _ 11"
2014-01-27,12,83.0833846153846,"2015-01",,-0.234440612472024,-0.109958974358974,"WTI _ 12"
2014-01-27,13,8.9453,"2015-02",,,,"WTI _ 13"
2014-01-27,14,9.5423,"2015-03",,0.160148835934473,,"WTI _ 14"
2014-01-27,15,10.0567,"2015-04",,0.414847955677875,,"WTI _ 15"
2014-01-27,16,83.4210769230769,"2015-05",,-0.163341347120243,,"WTI _ 16"
2014-01-27,17,83.5061538461538,"2015-06",,-0.225949689014509,,"WTI _ 17"
2014-01-27,18,11.7309,"2015-07",,-0.182266452893438,,"WTI _ 18"
2014-01-27,19,12.1833,"2015-08",,0.156718073098043,,"WTI _ 19"
2014-01-27,20,12.6014,"2015-09",,0.403509702924254,,"WTI _ 20"
2014-01-27,21,83.7897846153846,"2015-10",,-0.159462721016686,,"WTI _ 21"
2014-01-27,22,83.8415384615385,"2015-11",,-0.220222237651721,,"WTI _ 22"
2014-01-27,23,13.8464,"2015-12",,-0.177403955592281,,"WTI _ 23"
2014-01-27,24,14.3111,"2016-01",,0.153825579103536,,"WTI _ 24"
2014-01-27,25,14.6575,"2016-02",,0.394436556908806,,"WTI _ 25"
2014-01-27,26,84.0997846153846,"2016-03",,-0.155956893936899,,"WTI _ 26"
2014-01-27,27,84.1466615384615,"2016-04",,-0.2142732148708,,"WTI _ 27"
2014-01-27,28,15.6043,"2016-05",,-0.172714569025791,,"WTI _ 28"
2014-01-27,29,15.9355,"2016-06",,0.151462354694397,,"WTI _ 29"
2014-01-27,30,16.231,"2016-07",,,3.71402136752137,"WTI _ 30"
2014-01-27,31,84.3230769230769,"2016-08",,,,"WTI _ 31"
2014-01-27,32,84.3588307692308,"2016-09",,,,"WTI _ 32"
2014-01-27,33,16.87,"2016-10",,,,"WTI _ 33"
2014-01-28,0,0,"2014-01",,,,"WTI _ 00"
2014-01-28,1,0.107400000000013,"2014-02",,,0,"WTI _ 01"
2014-01-28,2,81.1351230769231,"2014-03",,,-81.0277230769231,"WTI _ 02"
2014-01-28,3,81.2262615384615,"2014-04",,,,"WTI _ 03"
2014-01-28,4,1.91000000000001,"2014-05",,,,"WTI _ 04"
2014-01-28,5,2.69290000000001,"2014-06",,,,"WTI _ 05"
2014-01-28,6,3.55770000000001,"2014-07",,,19.3943557692308,"WTI _ 06"
2014-01-28,7,81.7218,"2014-08",,,,"WTI _ 07"
2014-01-28,8,81.8209846153846,"2014-09",,,,"WTI _ 08"
2014-01-28,9,5.6183,"2014-10",,0.163583682125071,,"WTI _ 09"
2014-01-28,10,6.1768,"2014-11",,,,"WTI _ 10"
2014-01-28,11,6.9195,"2014-12",,,,"WTI _ 11"
2014-01-28,12,82.2275384615385,"2015-01",,,-13.1116397435897,"WTI _ 12"
2014-01-28,13,82.3065230769231,"2015-02",,-0.190525512780955,,"WTI _ 13"
2014-01-28,14,8.7159,"2015-03",,,,"WTI _ 14"
2014-01-28,15,9.21000000000001,"2015-04",,,,"WTI _ 15"
2014-01-28,16,9.74000000000001,"2015-05",,,,"WTI _ 16"
2014-01-28,17,82.6342,"2015-06",,,,"WTI _ 17"
2014-01-28,18,82.7203538461539,"2015-07",,,,"WTI _ 18"
2014-01-28,19,11.28,"2015-08",,,,"WTI _ 19"
2014-01-28,20,11.6886,"2015-09",,,,"WTI _ 20"
2014-01-28,21,12.08,"2015-10",,,,"WTI _ 21"
2014-01-28,22,82.9623076923077,"2015-11",,,,"WTI _ 22"
2014-01-28,23,83.0397230769231,"2015-12",,,,"WTI _ 23"
2014-01-28,24,13.3674,"2016-01",,,,"WTI _ 24"
2014-01-28,25,13.705,"2016-02",,,,"WTI _ 25"
2014-01-28,26,14.0555,"2016-03",,,,"WTI _ 26"
2014-01-28,27,83.2602615384615,"2016-04",,,,"WTI _ 27"
2014-01-28,28,83.3009846153846,"2016-05",,,,"WTI _ 28"
2014-01-28,29,14.9291,"2016-06",,,,"WTI _ 29"
2014-01-28,30,15.2075,"2016-07",,0.467128848728609,3.72333547008547,"WTI _ 30"
2014-01-28,31,15.4339,"2016-08",,,,"WTI _ 31"
2014-01-28,32,83.4605538461539,"2016-09",,,,"WTI _ 32"
2014-01-28,33,83.4848769230769,"2016-10",,,,"WTI _ 33"
2014-01-29,0,0,"2014-01",,,,"WTI _ 00"
2014-01-29,1,0.129500000000007,"2014-02",,,0,"WTI _ 01"
2014-01-29,2,0.6267,"2014-03",,,-0.497199999999992,"WTI _ 02"
2014-01-29,3,82.4025230769231,"2014-04",,,,"WTI _ 03"
2014-01-29,4,82.5382,"2014-05",,,,"WTI _ 04"
2014-01-29,5,3.05710000000001,"2014-06",,,,"WTI _ 05"
2014-01-29,6,4.04270000000001,"2014-07",,,-0.854000000000003,"WTI _ 06"
2014-01-29,7,4.9367,"2014-08",,,,"WTI _ 07"
2014-01-29,8,83.0752769230769,"2014-09",,,,"WTI _ 08"
2014-01-29,9,83.1837076923077,"2014-10",,,,"WTI _ 09"
2014-01-29,10,6.98530000000001,"2014-11",,,,"WTI _ 10"
2014-01-29,11,7.8018,"2014-12",,,,"WTI _ 11"
2014-01-29,12,8.592,"2015-01",,,-0.758216666666665,"WTI _ 12"
2014-01-29,13,83.6127538461539,"2015-02",,,,"WTI _ 13"
2014-01-29,14,83.7057384615385,"2015-03",,,,"WTI _ 14"
2014-01-29,15,10.2767,"2015-04",,,,"WTI _ 15"
2014-01-29,16,10.827,"2015-05",,,,"WTI _ 16"
2014-01-29,17,11.3855,"2015-06",,,,"WTI _ 17"
2014-01-29,18,84.0460769230769,"2015-07",,,,"WTI _ 18"
2014-01-29,19,84.1171846153846,"2015-08",,,,"WTI _ 19"
2014-01-29,20,12.8643,"2015-09",,,,"WTI _ 20"
2014-01-29,21,13.2773,"2015-10",,,,"WTI _ 21"
2014-01-29,22,13.625,"2015-11",,,,"WTI _ 22"
2014-01-29,23,84.3802153846154,"2015-12",,,,"WTI _ 23"
2014-01-29,24,84.4522615384615,"2016-01",,,,"WTI _ 24"
2014-01-29,25,14.97,"2016-02",,,,"WTI _ 25"
2014-01-29,26,15.3386,"2016-03",,,,"WTI _ 26"
2014-01-29,27,15.6433,"2016-04",,,,"WTI _ 27"
2014-01-29,28,84.6537384615385,"2016-05",,,,"WTI _ 28"
2014-01-29,29,84.7046923076923,"2016-06",,,,"WTI _ 29"
2014-01-29,30,16.5545,"2016-07",,,-0.442361111111111,"WTI _ 30"
2014-01-29,31,16.8,"2016-08",,,,"WTI _ 31"
2014-01-29,32,17.0324,"2016-09",,,,"WTI _ 32"
2014-01-29,33,84.85,"2016-10",,,,"WTI _ 33"
2014-01-30,0,0,"2014-01",,0.588010629198979,,"WTI _ 00"
2014-01-30,1,-82.3453,"2014-02",,-0.175328193666315,0,"WTI _ 01"
2014-01-30,2,-81.7733,"2014-03",,-0.321357667051756,-0.571999999999989,"WTI _ 02"
2014-01-30,3,-81.0657,"2014-04",,-0.272847926059201,,"WTI _ 03"
2014-01-30,4,0.357953846153846,"2014-05",,0.170622318835444,,"WTI _ 04"
2014-01-30,5,0.494507692307691,"2014-06",,0.573484513935167,,"WTI _ 05"
2014-01-30,6,-78.3073,"2014-07",,-0.170897377216993,-0.866500000000002,"WTI _ 06"
2014-01-30,7,-77.41,"2014-08",,-0.305977827989616,,"WTI _ 07"
2014-01-30,8,-76.6729,"2014-09",,-0.259074718822212,,"WTI _ 08"
2014-01-30,9,1.00655384615384,"2014-10",,,,"WTI _ 09"
2014-01-30,10,1.10235384615385,"2014-11",,0.549994291070311,,"WTI _ 10"
2014-01-30,11,-74.5214,"2014-12",,-0.165270706052792,,"WTI _ 11"
2014-01-30,12,-73.742,"2015-01",,-0.293088836327927,-0.760883333333332,"WTI _ 12"
2014-01-30,13,-73.1795,"2015-02",,,,"WTI _ 13"
2014-01-30,14,1.52901538461538,"2015-03",,0.158793285914655,,"WTI _ 14"
2014-01-30,15,1.61127692307692,"2015-04",,0.529956463811549,,"WTI _ 15"
2014-01-30,16,-71.4595,"2015-05",,-0.160322316300694,,"WTI _ 16"
2014-01-30,17,-70.8945,"2015-06",,-0.283180408496865,,"WTI _ 17"
2014-01-30,18,-70.3055,"2015-07",,-0.239328323397659,,"WTI _ 18"
2014-01-30,19,1.94718461538461,"2015-08",,0.155174950475805,,"WTI _ 19"
2014-01-30,20,2.01296923076923,"2015-09",,0.515439247509876,,"WTI _ 20"
2014-01-30,21,-68.9991,"2015-10",,-0.156537740745691,,"WTI _ 21"
2014-01-30,22,-68.6425,"2015-11",,-0.276366396245999,,"WTI _ 22"
2014-01-30,23,-68.1105,"2015-12",,-0.23317170631985,,"WTI _ 23"
2014-01-30,24,2.28744615384615,"2016-01",,0.152134277463758,,"WTI _ 24"
2014-01-30,25,2.34346153846154,"2016-02",,0.503852465405638,,"WTI _ 25"
2014-01-30,26,-66.8882,"2016-03",,-0.153083847114514,,"WTI _ 26"
2014-01-30,27,-66.5767,"2016-04",,-0.269385290957254,,"WTI _ 27"
2014-01-30,28,-66.2929,"2016-05",,-0.227431667584058,,"WTI _ 28"
2014-01-30,29,2.54593846153846,"2016-06",,0.149639369665136,,"WTI _ 29"
2014-01-30,30,2.593,"2016-07",,,-4.24083333333333,"WTI _ 30"
2014-01-30,31,-65.4,"2016-08",,,,"WTI _ 31"
2014-01-30,32,-65.1638,"2016-09",,,,"WTI _ 32"
2014-01-30,33,-64.9867,"2016-10",,,,"WTI _ 33"
2014-02-03,0,0,"2014-02",,,,"WTI _ 00"
2014-02-03,1,0.119892307692309,"2014-03",,,0,"WTI _ 01"
2014-02-03,2,-80.3594230769231,"2014-04",,,80.4793153846154,"WTI _ 02"
2014-02-03,3,-79.4065230769231,"2014-05",,,,"WTI _ 03"
2014-02-03,4,-78.5179230769231,"2014-06",,,,"WTI _ 04"
2014-02-03,5,0.677323076923077,"2014-07",,,,"WTI _ 05"
2014-02-03,6,0.809123076923079,"2014-08",,,-20.2921365384615,"WTI _ 06"
2014-02-03,7,-76.0079230769231,"2014-09",,,,"WTI _ 07"
2014-02-03,8,-75.3208230769231,"2014-10",,,,"WTI _ 08"
2014-02-03,9,-74.7165230769231,"2014-11",,0.280604979412074,,"WTI _ 09"
2014-02-03,10,1.23816923076923,"2014-12",,,,"WTI _ 10"
2014-02-03,11,1.3564,"2015-01",,,,"WTI _ 11"
2014-02-03,12,-72.6039230769231,"2015-02",,,12.2355076923077,"WTI _ 12"
2014-02-03,13,-72.0110230769231,"2015-03",,-0.190828065724876,,"WTI _ 13"
2014-02-03,14,-71.4865230769231,"2015-04",,,,"WTI _ 14"
2014-02-03,15,1.69893846153846,"2015-05",,,,"WTI _ 15"
2014-02-03,16,1.78501538461539,"2015-06",,,,"WTI _ 16"
2014-02-03,17,-69.7992230769231,"2015-07",,,,"WTI _ 17"
2014-02-03,18,-69.3598230769231,"2015-08",,,,"WTI _ 18"
2014-02-03,19,-68.9608230769231,"2015-09",,,,"WTI _ 19"
2014-02-03,20,2.06095384615385,"2015-10",,,,"WTI _ 20"
2014-02-03,21,2.11424615384615,"2015-11",,,,"WTI _ 21"
2014-02-03,22,-67.6870230769231,"2015-12",,,,"WTI _ 22"
2014-02-03,23,-67.2081230769231,"2016-01",,,,"WTI _ 23"
2014-02-03,24,-66.8440230769231,"2016-02",,,,"WTI _ 24"
2014-02-03,25,2.38529230769231,"2016-03",,,,"WTI _ 25"
2014-02-03,26,2.43321538461538,"2016-04",,,,"WTI _ 26"
2014-02-03,27,-65.8665230769231,"2016-05",,,,"WTI _ 27"
2014-02-03,28,-65.5179230769231,"2016-06",,,,"WTI _ 28"
2014-02-03,29,-65.2085230769231,"2016-07",,,,"WTI _ 29"
2014-02-03,30,2.61778461538462,"2016-08",,0.620374682844392,-4.17898376068376,"WTI _ 30"
2014-02-03,31,2.6552,"2016-09",,,,"WTI _ 31"
2014-02-03,32,-64.5332230769231,"2016-10",,,,"WTI _ 32"
2014-02-03,33,-64.3522230769231,"2016-11",,,,"WTI _ 33"
2014-02-04,0,0,"2014-02",,,,"WTI _ 00"
2014-02-04,1,81.6495153846154,"2014-03",,,0,"WTI _ 01"
2014-02-04,2,81.7718692307692,"2014-04",,,-0.122353846153846,"WTI _ 02"
2014-02-04,3,2.47,"2014-05",,,,"WTI _ 03"
2014-02-04,4,3.30240000000001,"2014-06",,,,"WTI _ 04"
2014-02-04,5,4.17440000000001,"2014-07",,,,"WTI _ 05"
2014-02-04,6,82.2972076923077,"2014-08",,,-0.131334615384615,"WTI _ 06"
2014-02-04,7,82.3993307692308,"2014-09",,,,"WTI _ 07"
2014-02-04,8,6.2784,"2014-10",,,,"WTI _ 08"
2014-02-04,9,6.8409,"2014-11",,,,"WTI _ 09"
2014-02-04,10,7.5762,"2014-12",,,,"WTI _ 10"
2014-02-04,11,82.8087,"2015-01",,,,"WTI _ 11"
2014-02-04,12,82.8886076923077,"2015-02",,,-0.098566666666667,"WTI _ 12"
2014-02-04,13,9.3858,"2015-03",,,,"WTI _ 13"
2014-02-04,14,9.89,"2015-04",,,,"WTI _ 14"
2014-02-04,15,10.4302,"2015-05",,,,"WTI _ 15"
2014-02-04,16,83.2204692307692,"2015-06",,,,"WTI _ 16"
2014-02-04,17,83.3043923076923,"2015-07",,,,"WTI _ 17"
2014-02-04,18,11.9367,"2015-08",,,,"WTI _ 18"
2014-02-04,19,12.3196,"2015-09",,,,"WTI _ 19"
2014-02-04,20,12.6967,"2015-10",,,,"WTI _ 20"
2014-02-04,21,83.5374692307692,"2015-11",,,,"WTI _ 21"
2014-02-04,22,83.6171923076923,"2015-12",,,,"WTI _ 22"
2014-02-04,23,14.0078,"2016-01",,,,"WTI _ 23"
2014-02-04,25,14.7122,"2016-03",,,,"WTI _ 25"
2014-02-04,26,15.0034,"2016-04",,,,"WTI _ 26"
2014-02-04,27,83.8824076923077,"2016-05",,,,"WTI _ 27"
2014-02-04,28,83.9339769230769,"2016-06",,,,"WTI _ 28"
2014-02-04,29,15.8977,"2016-07",,,,"WTI _ 29"
2014-02-04,30,16.1337,"2016-08",,,3.70860598290598,"WTI _ 30"
2014-02-04,31,16.3553,"2016-09",,,,"WTI _ 31"
2014-02-04,32,84.0731153846154,"2016-10",,,,"WTI _ 32"
2014-02-04,33,84.1008076923077,"2016-11",,,,"WTI _ 33"
2014-02-05,0,0,"2014-02",,0.521671241057916,,"WTI _ 00"
2014-02-05,1,0.814099999999996,"2014-03",,-0.237833146690231,0,"WTI _ 01"
2014-02-05,2,1.657,"2014-04",,-0.381300127443907,-0.8429,"WTI _ 02"
2014-02-05,3,82.7797461538462,"2014-05",,-0.209766609225625,,"WTI _ 03"
2014-02-05,4,82.9136538461538,"2014-06",,0.290492843258673,,"WTI _ 04"
2014-02-05,5,4.4046,"2014-07",,0.509690769829373,,"WTI _ 05"
2014-02-05,6,5.23740000000001,"2014-08",,-0.230638396436306,-0.895100000000003,"WTI _ 06"
2014-02-05,7,5.9298,"2014-09",,-0.365378595344152,,"WTI _ 07"
2014-02-05,8,83.3918230769231,"2014-10",,-0.198687536661951,,"WTI _ 08"
2014-02-05,9,83.4801769230769,"2014-11",,,,"WTI _ 09"
2014-02-05,10,7.92360000000001,"2014-12",,0.488810653700558,,"WTI _ 10"
2014-02-05,11,8.6341,"2015-01",,-0.22257310047794,,"WTI _ 11"
2014-02-05,12,9.1388,"2015-02",,-0.350850798425628,-0.650233333333333,"WTI _ 12"
2014-02-05,13,83.8688538461539,"2015-03",,,,"WTI _ 13"
2014-02-05,14,83.9443615384615,"2015-04",,0.271339264447982,,"WTI _ 14"
2014-02-05,15,10.7141,"2015-05",,0.470896575970546,,"WTI _ 15"
2014-02-05,16,11.2459,"2015-06",,-0.215779252664401,,"WTI _ 16"
2014-02-05,17,11.7805,"2015-07",,-0.339360514643987,,"WTI _ 17"
2014-02-05,18,84.2525615384615,"2015-08",,-0.182910237578235,,"WTI _ 18"
2014-02-05,19,84.3110230769231,"2015-09",,0.264707686372393,,"WTI _ 19"
2014-02-05,20,12.9405,"2015-10",,0.45799643422665,,"WTI _ 20"
2014-02-05,21,13.2666,"2015-11",,-0.210583486204412,,"WTI _ 21"
2014-02-05,22,13.7741,"2015-12",,-0.331335530138505,,"WTI _ 22"
2014-02-05,23,84.5644692307692,"2016-01",,-0.178187329248379,,"WTI _ 23"
2014-02-05,24,84.6167923076923,"2016-02",,,,"WTI _ 24"
2014-02-05,25,14.9164,"2016-03",,0.447817883504701,,"WTI _ 25"
2014-02-05,26,15.1974,"2016-04",,-0.205445539679216,,"WTI _ 26"
2014-02-05,27,15.4612,"2016-05",,-0.323320842228803,,"WTI _ 27"
2014-02-05,28,84.8072538461538,"2016-06",,-0.173957448047438,,"WTI _ 28"
2014-02-05,29,84.8527153846154,"2016-07",,0.254610217941836,,"WTI _ 29"
2014-02-05,30,16.3311,"2016-08",,,-0.399572222222222,"WTI _ 30"
2014-02-05,31,16.5527,"2016-09",,,,"WTI _ 31"
2014-02-05,32,16.7108,"2016-10",,,,"WTI _ 32"
2014-02-05,33,84.9751307692308,"2016-11",,,,"WTI _ 33"
2014-02-06,0,0,"2014-02",,,,"WTI _ 00"
2014-02-06,1,-81.6632615384615,"2014-03",,,0,"WTI _ 01"
2014-02-06,2,-80.9061615384615,"2014-04",,,-0.757099999999994,"WTI _ 02"
2014-02-06,3,-80.0365615384615,"2014-05",,,,"WTI _ 03"
2014-02-06,4,0.472446153846153,"2014-06",,,,"WTI _ 04"
2014-02-06,5,0.60233846153846,"2014-07",,,,"WTI _ 05"
2014-02-06,6,-77.6165615384615,"2014-08",,,-0.822400000000002,"WTI _ 06"
2014-02-06,7,-76.9403615384615,"2014-09",,,,"WTI _ 07"
2014-02-06,8,-76.2780615384615,"2014-10",,,,"WTI _ 08"
2014-02-06,9,1.01743076923077,"2014-11",,0.279074868495528,,"WTI _ 09"
2014-02-06,10,1.13233846153846,"2014-12",,,,"WTI _ 10"
2014-02-06,11,-74.2572615384615,"2015-01",,,,"WTI _ 11"
2014-02-06,12,-73.7664615384615,"2015-02",,,-0.641683333333333,"WTI _ 12"
2014-02-06,13,-73.2368615384615,"2015-03",,-0.30239489182698,,"WTI _ 13"
2014-02-06,14,1.46827692307692,"2015-04",,,,"WTI _ 14"
2014-02-06,15,1.54566153846154,"2015-05",,,,"WTI _ 15"
2014-02-06,16,-71.7541615384615,"2015-06",,,,"WTI _ 16"
2014-02-06,17,-71.2305615384615,"2015-07",,,,"WTI _ 17"
2014-02-06,18,-70.8265615384615,"2015-08",,,,"WTI _ 18"
